file,status,before_kb,after_kb,reduction_pct,width,height,error,output_path
92.png,OK,45.8,12.8,72.0,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\92.webp
92_1.png,OK,45.6,12.5,72.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\92_1.webp
93.png,OK,27.4,9.1,66.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\93.webp
93_1.png,OK,27.2,8.8,67.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\93_1.webp
94.png,OK,78.5,14.2,81.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\94.webp
94_1.png,OK,78.5,13.9,82.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\94_1.webp
95.png,OK,124.5,21.2,82.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\95.webp
95_1.png,OK,124.4,21.0,83.1,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\95_1.webp
96.png,OK,25.1,6.8,73.0,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\96.webp
97.png,OK,26.3,9.0,65.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\97.webp
98.png,OK,25.9,8.8,66.1,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\98.webp
98_1.png,OK,25.5,8.5,66.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\98_1.webp
98_2.png,OK,26.7,9.1,65.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\98_2.webp
99.png,OK,54.2,14.3,73.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99.webp
99_1.png,OK,54.4,14.8,72.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_1.webp
99_2.png,OK,54.4,15.3,71.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_2.webp
99_3.png,OK,55.5,15.8,71.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_3.webp
99_4.png,OK,55.0,15.7,71.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_4.webp
99_5.png,OK,55.1,15.3,72.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_5.webp
99_6.png,OK,54.5,14.5,73.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_6.webp
99_7.png,OK,54.5,14.4,73.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_7.webp
99_8.png,OK,37.6,10.7,71.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_8.webp
99_9.png,OK,53.6,14.2,73.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\99_9.webp
